chr7	53099668	53208964	Rank_7070	27	.	53100035	53206538	0	66	521,333,481,889,622,992,823,349,653,484,787,516,332,434,691,406,315,714,886,681,759,638,391,1015,541,573,594,314,407,1162,759,314,399,992,499,435,693,1096,1212,376,377,342,402,688,363,762,649,622,370,	367,970,2679,6094,9808,11727,14584,16306,17648,18487,20116,21301,21924,23107,29835,31288,32395,34448,36276,37768,40758,42293,43106,44033,46151,46759,49717,50697,53076,54791,58373,59679,60356,61658,637	2.44785	2.70612	1.19035	H3K9me3	E028	Breast variant Human Mammary Epithelial Cells (vHMEC)
chr7	53121116	53148411	Rank_36609	20	.	53121181	53146602	0	9	185,318,359,207,183,341,183,164,164	65,1288,4322,5180,11833,13740,20719,22117,25322	2.12126	2.03601	0.58023	H3K9me3	E034	Primary T cells from?peripheral?blood
chr7	53133655	53142124	Rank_28105	19	.	53138961	53140811	0	2	308,266	5306,6890	1.97950	1.90797	0.35647	H3K9me3	E039	Primary T helper naive cells from?peripheral?blood
chr7	53136996	53147390	Rank_27759	19	.	53140367	53147048	0	4	309,214,281,214	3371,4769,6865,9838	2.00350	1.96415	0.45566	H3K9me3	E041	Primary T helper cells PMA-I stimulated
chr7	53138572	53140715	Rank_17385	24	.	53139130	53139393	0	1	263	558	2.20124	2.41334	0.80259	H3K9me3	E043	Primary T helper cells from?peripheral?blood
chr7	53113584	53144779	Rank_38646	17	.	53129005	53141988	0	4	238,259,228,396	15421,15927,23729,28008	1.92660	1.76939	0.24552	H3K9me3	E045	Primary T cells effector/memory enriched from peripheral blood
chr7	53138803	53142389	Rank_30848	29	.	53139357	53142365	0	3	576,229,517	554,2031,3045	2.71272	2.96055	1.28051	H3K9me3	E046	Primary Natural Killer cells from?peripheral?blood
chr7	53132287	53140648	Rank_20745	20	.	53133725	53139318	0	2	497,328	1438,6703	1.97583	2.09655	0.46861	H3K9me3	E047	Primary T CD8+ naive cells from peripheral blood
chr7	53135643	53140984	Rank_59262	19	.	53138908	53139683	0	2	258,180	3265,3860	2.04520	1.99334	0.58995	H3K9me3	E049	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells
chr7	53137780	53140927	Rank_40410	19	.	53139254	53139428	0	1	174	1474	2.05435	1.95997	0.40126	H3K9me3	E052	Muscle Satellite Cultured Cells
chr7	53138666	53142261	Rank_34935	29	.	53139383	53141664	0	3	410,466,150	717,1978,2848	2.51649	2.92523	1.48744	H3K9me3	E055	Foreskin Fibroblast Primary Cells skin01
chr7	53138876	53142512	Rank_16587	28	.	53139400	53142366	0	3	343,290,225	524,1921,3265	2.47248	2.86249	1.33934	H3K9me3	E056	Foreskin Fibroblast Primary Cells skin02
chr7	53126493	53142828	Rank_16277	25	.	53126586	53142822	0	16	238,144,240,515,144,250,148,235,178,228,253,256,368,676,144,263	93,937,2294,3115,3850,4907,5305,6393,9218,9860,10817,11115,12910,14022,14737,16066	2.49991	2.55711	0.90013	H3K9me3	E057	Foreskin Keratinocyte Primary Cells skin02
chr7	53099088	53162965	Rank_5558	35	.	53099556	53162955	0	68	743,306,697,566,1465,295,560,474,326,531,279,265,262,180,180,193,351,400,680,287,286,402,180,180,265,181,341,1250,209,180,330,478,251,241,204,336,273,180,664,280,457,180,212,391,468,570,246,250,491,20	468,1296,2498,3374,4006,5739,6195,6837,7446,10144,10959,12460,12979,13657,13953,15412,17151,17968,19124,19905,20654,21180,21982,22376,22930,24151,24666,25558,27464,27717,27959,28464,29474,30334,31054,	2.76507	3.58316	1.95491	H3K9me3	E058	Foreskin Keratinocyte Primary Cells skin03
chr7	53137080	53145417	Rank_14563	31	.	53137461	53145030	0	9	444,164,201,285,195,837,200,140,667	381,1518,2000,2292,3505,3759,5078,5446,7283	2.73414	3.12428	1.41481	H3K9me3	E061	Foreskin Melanocyte Primary Cells skin03
chr7	53135759	53147797	Rank_23306	24	.	53135828	53144876	0	4	294,340,341,549	69,6507,8054,8568	2.15274	2.47677	0.85673	H3K9me3	E062	Primary mononuclear cells from?peripheral?blood
chr7	53138752	53139672	Rank_6768	34	.	53138761	53139653	0	2	232,289	9,612	2.91813	3.46379	1.59530	H3K9me3	E063	Adipose Nuclei
chr7	53121867	53139782	Rank_55945	20	.	53125362	53138939	0	11	496,185,207,307,547,258,266,319,170,202,177	3495,5032,5452,5970,6774,7996,10421,11745,12631,15963,16895	2.12462	2.07780	0.65794	H3K9me3	E066	Liver
chr7	53137434	53139691	Rank_40121	17	.	53138325	53139442	0	2	250,257	891,1751	1.96569	1.79442	0.33965	H3K27me3	E067	Brain Angular Gyrus
chr7	53136468	53139431	Rank_68508	17	.	53136499	53136674	0	1	175	31	1.98000	1.79767	0.36655	H3K9me3	E068	Brain Anterior Caudate
chr7	53137694	53161109	Rank_18054	24	.	53137767	53160136	0	21	188,250,153,157,206,235,156,476,170,172,345,272,174,208,150,384,364,340,260,310,370	73,426,1103,1777,2694,3116,5854,6592,7619,9075,11241,12150,12836,15374,16182,16865,17302,17724,18281,20065,22072	2.34884	2.41619	0.79455	H3K9me3	E077	Duodenum Mucosa
chr7	53138253	53139696	Rank_36519	20	.	53138925	53139184	0	1	259	672	2.13642	2.01038	0.48469	H3K27ac	E094	Gastric
chr7	53138652	53138932	Rank_2655	26	.	53138713	53138887	0	1	174	61	2.58279	2.66575	0.32950	H3K27me3	E094	Gastric
chr7	53138770	53139832	Rank_36292	27	.	53139425	53139770	0	1	345	655	2.62300	2.78413	1.02921	H3K9me3	E098	Pancreas
chr7	53134871	53140972	Rank_75576	18	.	53137371	53137536	0	1	165	2500	2.02404	1.82934	0.32118	H3K9me3	E100	Psoas Muscle
chr7	53137169	53138817	Rank_14337	21	.	53138646	53138802	0	1	156	1477	2.21489	2.19476	0.44893	H3K9me3	E103	Rectal Smooth Muscle
chr7	53135681	53139473	Rank_59774	15	.	53136590	53136740	0	1	150	909	1.75803	1.58855	0.14948	H3K9me3	E109	Small Intestine
chr7	53138577	53145816	Rank_30930	22	.	53141847	53145449	0	4	150,454,150,259	3270,5186,6049,6613	2.28732	2.24722	0.72365	H3K9me3	E119	HMEC Mammary Epithelial Primary Cells
chr7	53137336	53139754	Rank_55262	18	.	53139426	53139670	0	1	244	2090	2.05708	1.89500	0.29917	H3K9me3	E121	HSMM cell derived Skeletal Muscle Myotubes Cells
chr7	53137468	53139711	Rank_56434	24	.	53138565	53138925	0	1	360	1097	2.34643	2.41059	0.85215	H2A.Z	E122	HUVEC Umbilical Vein Endothelial Primary Cells
chr7	53137839	53139764	Rank_38621	25	.	53138523	53139168	0	1	645	684	2.33131	2.53890	0.94101	H3K27ac	E122	HUVEC Umbilical Vein Endothelial Primary Cells
chr7	53138094	53139841	Rank_33709	51	.	53138379	53139806	0	1	1427	285	3.41553	5.13933	3.51367	H3K4me1	E122	HUVEC Umbilical Vein Endothelial Primary Cells
chr7	53138341	53139602	Rank_42763	33	.	53138399	53139320	0	2	690,190	58,789	2.75179	3.36275	1.73799	H3K4me2	E122	HUVEC Umbilical Vein Endothelial Primary Cells
chr7	53137727	53145764	Rank_10965	34	.	53139227	53144842	0	3	423,328,1157	1500,4419,5958	2.73099	3.40376	1.87912	H3K9me3	E124	Monocytes-CD14+ RO01746 Primary Cells
chr7	53138717	53139757	Rank_40847	17	.	53139557	53139705	0	1	148	840	2.06814	1.73611	0.26685	H3K9me3	E127	NHEK-Epidermal Keratinocyte Primary Cells
chr7	53138539	53138719	Rank_3054	24	.	53138541	53138671	0	1	130	2	2.61517	2.49509	0.00000	H4K20me1	E128	NHLF Lung Fibroblast Primary Cells
chr7	53138567	53141147	Rank_39622	19	.	53139113	53139660	0	2	134,192	546,901	2.10496	1.98787	0.35130	H3K9me3	E129	Osteoblast Primary Cells
