0047	98170	chr7	55212127	55212398	271	112	4.27590	13.36318	11.25862	43	Tissue	Brain	prefrontal cortex	Normal
0048	90812	chr7	55212102	55212264	162	62	3.36511	8.33124	6.24419	84	Tissue	Brain	nucleus accumbens	Normal
0050	137474	chr7	55212137	55212454	317	142	4.91140	16.77324	14.25083	259	Tissue	Brain	nucleus accumbens	Normal
0051	112748	chr7	55212169	55212511	342	83	3.95365	10.61949	8.30222	232	Tissue	Brain	nucleus accumbens	Normal
0053	92727	chr7	55212137	55212550	413	59	3.55996	8.19866	5.99116	137	Tissue	Brain	nucleus accumbens	Normal
0065	19722	chr7	55212119	55212403	284	48	4.62114	7.45572	4.83473	203	Induced pluripotent stem cell line	Forebrain	Forebrain neurons	Normal
0132	48726	chr7	55212137	55212860	723	102	7.08093	13.05372	10.26407	258	Cell Line	Embryo	HESC	Normal
0137	50652	chr7	55212137	55212403	266	86	5.77476	10.81175	8.64270	101	Stem Cell	Brain	Glioblastoma stem cell	Glioblastoma
0138	44811	chr7	55212137	55212388	251	94	5.61858	11.65517	9.49450	34	Stem Cell	Brain	Glioblastoma stem cell	Glioblastoma
0218	72820	chr7	55212150	55212415	265	49	4.97893	7.17271	4.98596	106	Other	Blood	Follicular_T_Helper	Normal
0222	38452	chr7	55212174	55212410	236	34	3.84743	5.61095	3.44954	77	Other	Blood	Memory_Tregs	Normal
0319	28076	chr7	55212152	55212257	105	21	3.65831	4.46544	2.12608	7	Other	Blood	Bulk_B	Normal
0374	119669	chr7	55212116	55212400	284	45	2.71700	6.23574	4.52450	49	Other	Other	Fibroblast	Other
0379	41754	chr7	55212053	55212900	847	136	6.85190	16.16786	13.69841	205	Cell Line	Other	C15	Normal
0380	83866	chr7	55212109	55212412	303	136	8.47142	16.27174	13.68667	67	Cell Line	Other	C15	Normal
0381	64479	chr7	55212132	55212995	863	169	7.01977	19.27551	16.96696	738	Cell Line	Other	C15	Normal
0382	83127	chr7	55212116	55212970	854	461	14.10483	48.91306	46.12716	736	Cell Line	Embryo	H1	Normal
0383	56794	chr7	55212127	55212853	726	145	7.29803	17.04967	14.57407	322	Cell Line	Embryo	H1	Normal
0384	86837	chr7	55212124	55212960	836	490	14.77453	51.83157	49.02875	745	Cell Line	Embryo	H1	Normal
0385	84361	chr7	55212077	55212838	761	186	7.04046	20.72583	18.68464	169	Cell Line	Other	L-C-B	Melanoma
0427	64200	chr7	55212097	55212877	780	174	8.19115	19.75831	17.43717	143	Stem Cell	Embryo	HESC	Normal
0428	82661	chr7	55212013	55212717	704	325	10.25512	34.88512	32.55025	229	Stem Cell	Embryo	HESC	Normal
0534	58765	chr7	55212176	55212340	164	33	3.91461	5.48279	3.33665	32	Other	Brain	mediodorsal thalamus	Other
0552	41875	chr7	55212078	55212380	302	94	6.99353	11.70044	9.42186	77	Cell Line	Other	HeLa	Other
0553	40906	chr7	55212080	55212410	330	199	11.67157	22.58617	19.94298	124	Cell Line	Other	HeLa	Other
0630	23864	chr7	55212137	55212347	210	33	4.04529	5.93996	3.34153	4	Stem Cell	Embryo	Primed SSEA4+ UCLA1 hESCs	Normal
0654	88815	chr7	55212164	55212877	713	305	5.24728	33.03249	30.54489	231	Cell Line	Embryo	HESC	Normal
0658	33720	chr7	55212157	55212618	461	51	5.18271	7.77700	5.15745	85	Cell Line	Embryo	HESC	Normal
0710	60520	chr7	55212031	55212527	496	272	10.81184	29.94652	27.27091	116	Cell Line	Other	BE2C	Neuroblastoma
0711	26459	chr7	55212131	55212298	167	107	7.21538	13.70951	10.76418	77	Cell Line	Neuron	kelly	Neuroblastoma
0712	35345	chr7	55212116	55212549	433	72	6.27727	9.83795	7.26129	55	Cell Line	Brain	NGP	Neuroblastoma
0724	88609	chr7	55211958	55212858	900	249	5.63576	27.36831	24.96577	420	Cell Line	Foreskin	HUES64	Normal
0738	81967	chr7	55212110	55212445	335	93	6.03821	11.66497	9.36001	77	Cell Line	Embryo	RUES2	Normal
0739	51050	chr7	55211952	55212410	458	57	5.01811	8.12347	5.79516	265	Cell Line	Other	RUES2	Normal
0740	68494	chr7	55212071	55212965	894	106	6.34922	13.03667	10.66541	120	Cell Line	Other	RUES2	Normal
0741	43483	chr7	55212137	55212502	365	66	5.00581	9.07870	6.61179	235	Cell Line	Other	RUES2	Normal
0742	48925	chr7	55212163	55212456	293	75	5.07110	9.87685	7.54640	72	Cell Line	Other	RUES2	Normal
0743	37557	chr7	55212237	55212553	316	60	4.64646	8.41760	6.01355	37	Cell Line	Other	RUES2	Normal
0769	64451	chr7	55212098	55212283	185	67	6.37811	9.42755	6.74449	75	Stem Cell	iPSC	iPSC-NA18852	Other
0777	45459	chr7	55212100	55212960	860	67	5.50452	9.26452	6.73451	772	Stem Cell	iPSC	iPSC-NA19239	Other
0782	58594	chr7	55212104	55212298	194	124	8.12965	15.23860	12.43237	75	Stem Cell	iPSC	iPSC-NA19204	Other
0783	46691	chr7	55212137	55212509	372	116	6.57589	14.30658	11.69633	83	Stem Cell	iPSC	iPSC-NA19193	Other
0789	71875	chr7	55212110	55212878	768	105	6.87758	13.13379	10.58757	79	Stem Cell	iPSC	iPSC-NA19153	Other
0791	51887	chr7	55212134	55212456	322	75	5.66264	9.88220	7.59781	57	Stem Cell	iPSC	iPSC-NA19143	Other
0792	59895	chr7	55211958	55212891	933	72	4.54353	9.46612	7.29033	219	Stem Cell	iPSC	iPSC-NA19140	Other
0796	38797	chr7	55212174	55212456	282	27	4.00915	5.00347	2.72651	143	Stem Cell	iPSC	iPSC-NA19127	Other
0797	25578	chr7	55212169	55212853	684	47	5.22891	7.31665	4.73194	280	Stem Cell	iPSC	iPSC-NA19119	Other
0799	53836	chr7	55212176	55212478	302	119	7.82224	14.72816	11.92874	68	Stem Cell	iPSC	iPSC-NA19114	Other
0800	69476	chr7	55212112	55212617	505	75	5.68122	9.91371	7.50530	54	Stem Cell	iPSC	iPSC-NA19108	Other
0803	35352	chr7	55212111	55212436	325	105	7.08398	13.48642	10.56657	28	Stem Cell	iPSC	iPSC-NA19098	Other
0805	62685	chr7	55212124	55212436	312	64	4.94431	8.63934	6.43321	134	Stem Cell	iPSC	iPSC-NA18859	Other
0806	56470	chr7	55212103	55212886	783	120	7.01645	14.68712	12.09710	74	Stem Cell	iPSC	iPSC-NA18858	Other
0809	56236	chr7	55212122	55212412	290	79	5.88922	10.26466	7.90595	90	Stem Cell	iPSC	iPSC-NA18852	Other
0813	67913	chr7	55212127	55212882	755	110	6.28398	13.32882	11.06893	38	Stem Cell	iPSC	iPSC-NA18517	Other
0815	78868	chr7	55212097	55213182	1085	125	6.97990	15.06704	12.51772	77	Stem Cell	iPSC	iPSC-NA18510	Other
0823	50831	chr7	55212020	55212487	467	143	7.92185	16.77437	14.34706	120	Stem Cell	iPSC	iPSC-NA18486	Other
0855	94464	chr7	55212112	55212328	216	79	4.51232	10.02417	7.99858	40	Cell Line	Foreskin	foreskin_NHM1	Normal
0879	27514	chr7	55212155	55212367	212	46	5.09481	7.10316	4.65149	12	Cell Line	Colon	HCT116	Normal
0883	49268	chr7	55212137	55212877	740	144	7.40022	16.77546	14.44177	103	Cell Line	Blood	Jurkat	Leukemia
0884	36849	chr7	55212131	55212657	526	67	5.17794	9.04935	6.72727	28	Cell Line	Blood	Jurkat	Leukemia
0885	52601	chr7	55211964	55212728	764	292	10.56421	31.90339	29.26861	280	Cell Line	Blood	Jurkat	Leukemia
0886	60082	chr7	55212114	55212657	543	254	8.98390	27.84801	25.40596	121	Cell Line	Blood	Jurkat	Leukemia
0887	42711	chr7	55212102	55212616	514	140	5.99528	16.43940	14.02580	141	Cell Line	Blood	Jurkat	Leukemia
0888	62002	chr7	55211901	55212785	884	143	5.44098	16.57747	14.30142	342	Cell Line	Blood	Jurkat	Leukemia
0889	60317	chr7	55212004	55212412	408	183	7.91370	20.72638	18.38171	167	Cell Line	Blood	Jurkat	Leukemia
0890	58930	chr7	55212097	55212732	635	244	7.54420	26.86880	24.45691	146	Cell Line	Blood	Jurkat	Leukemia
0891	67029	chr7	55212137	55212657	520	239	7.73635	26.38534	23.91652	98	Cell Line	Blood	Jurkat	Leukemia
0892	63623	chr7	55212097	55212436	339	254	7.58145	27.97148	25.48162	141	Cell Line	Blood	Jurkat	Leukemia
0893	69584	chr7	55211845	55212763	918	165	4.82299	18.86097	16.58983	430	Cell Line	Blood	Jurkat	Leukemia
0970	55850	chr7	55212137	55212262	125	80	7.27031	10.96219	8.08372	34	Stem Cell	Embryo	Embryo	Normal
0973	25681	chr7	55212203	55212467	264	54	2.30898	8.08299	5.41835	135	Cell Line	Glioblastoma	G523NS	Glioblastoma
0974	40169	chr7	55212078	55212547	469	104	2.31772	13.08538	10.45460	300	Cell Line	Glioblastoma	G523NS	Glioblastoma
0976	25992	chr7	55212129	55212492	363	45	1.71632	7.02559	4.51709	41	Primary Cell	Glioblastoma	GBM	Glioblastoma
0979	55704	chr7	55212137	55212283	146	22	3.74426	4.45579	2.22252	105	Cell Line	Lung	PC-9	Lung cancer
0980	55318	chr7	55212124	55212960	836	41	3.93767	6.26576	4.14464	35	Cell Line	Lung	PC-9	Lung cancer
0982	72758	chr7	55212055	55212249	194	82	5.63172	10.55712	8.23648	84	Cell Line	Lung	PC-9	Lung cancer
0984	25893	chr7	55212116	55212367	251	44	4.36902	7.02349	4.41364	65	Cell Line	Lung	PC-9	Lung cancer
0995	45387	chr7	55212152	55212337	185	37	4.22523	5.98049	3.71582	96	Cell Line	Lung	PC-9	Lung cancer
1015	40002	chr7	55212097	55212358	261	72	6.21981	9.74566	7.28525	63	Cell Line	Colon	HCT116	Cancer
1043	77636	chr7	55211915	55212758	843	279	10.81977	30.57931	27.92491	328	Cell Line	Embryo	H1	Normal
1044	61990	chr7	55212111	55212452	341	152	8.72853	17.67797	15.24173	131	Cell Line	Embryo	H1	Normal
1046	49362	chr7	55212116	55212314	198	120	8.46500	14.49262	12.03870	52	Cell Line	Embryo	H1	Normal
1047	49386	chr7	55212124	55212424	300	138	9.05739	16.31172	13.84419	119	Cell Line	Embryo	H1	Normal
1048	42639	chr7	55212056	55212441	385	74	6.63901	9.86980	7.45242	177	Cell Line	Embryo	H1	Normal
1151	78071	chr7	55212402	55212882	480	39	3.49315	5.91157	3.97847	214	Cell Line	Fibroblast	FL3	Other
1159	95979	chr7	55212116	55212759	643	31	3.13765	4.78175	3.12221	75	Tissue	Artery	HCASMC	Coronary artery disease
1229	64820	chr7	55212124	55213052	928	57	3.46725	7.70959	5.70462	751	Primary Cell	keratinocyte	CTRL	Normal
1230	63175	chr7	55212136	55212848	712	62	4.03192	8.33831	6.28797	18	Primary Cell	keratinocyte	CTRL	Normal
1378	64821	chr7	55212321	55212725	404	90	5.99961	11.59582	9.06990	339	Other	Skin	Skin	Normal
1387	98370	chr7	55212092	55212960	868	193	7.93681	21.78804	19.38284	79	Cell Line	Embryo	HESC	Normal
1388	31613	chr7	55212121	55212614	493	46	4.13518	7.16311	4.69900	56	Cell Line	Embryo	HESC	Normal
1389	36237	chr7	55212112	55212264	152	33	3.61782	5.68614	3.35470	111	Cell Line	Embryo	HESC	Normal
1405	63241	chr7	55212142	55212585	443	77	4.74719	9.89804	7.79540	44	Cell Line	Embryo	HESC	Normal
1451	61003	chr7	55212240	55212503	263	32	2.34819	5.07922	3.27350	97	Cell Line	Prostate	22RV-1	Prostate cancer
1483	65461	chr7	55212197	55212498	301	25	3.62361	4.41264	2.52263	43	Other	Epithelial	CEC	Other
